INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('272', '5', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('376', '3', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('391', '1', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('392', '4', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('393', '4', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('394', '1', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('395', '5', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('404', '1', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('450', '2', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('480', '5', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('490', '4', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('494', '5', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('495', '4', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('496', '2', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('497', '5', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('498', '1', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('133', '1', '4', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('230', '1', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('231', '3', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('233', '1', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('235', '4', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('237', '5', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('241', '5', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('250', '2', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('331', '3', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('350', '1', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('371', '3', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('431', '4', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('437', '5', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('439', '4', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('441', '2', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('442', '3', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('480', '2', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('101', '1', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('299', '3', '2', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('496', '2', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('497', '4', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('101', '3', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('190', '2', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('191', '2', '3', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('201', '3', '4', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('215', '3', '4', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('305', '1', '5', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('315', '2', '1', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2017', 'Spring');
INSERT INTO `ratemyclass`.`Reviews` (`Class_id`, `Difficulty_rating`, `knowledge_gain_rating`, `review`, `Username`, `Review_year`, `Review_semester`) VALUES ('325', '2', '4', 'Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.', 't6', '2018', 'Fall');
